submission_date,STATE,tot_cases,conf_cases,prob_cases,new_case,pnew_case,tot_death,conf_death,prob_death,new_death,pnew_death,created_at,consent_cases,consent_deaths
2/18/20,Arkansas,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/18/20,South Dakota,0,,,0,,0,,,0,,3/26/20 16:22,N/A,Agree
2/18/20,Ohio,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/18/20,Florida,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/18/20,Colorado,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/18/20,Alaska,0,,,0,,0,,,0,,3/26/20 16:22,N/A,N/A
2/18/20,Massachusetts,1,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/18/20,West Virginia,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Not agree
2/18/20,New Mexico,0,,,0,,0,,,0,,3/26/20 16:22,N/A,Not agree
2/18/20,New York,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/18/20,Tennessee,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/18/20,Pennsylvania,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Not agree
2/18/20,Utah,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/18/20,Iowa,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/18/20,Georgia,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/18/20,Kansas,0,,,0,,0,,,0,,3/26/20 16:22,Agree,N/A
2/18/20,Oklahoma,3,,,0,0,0,0,0,0,0,2/19/20 0:00,Not agree,Agree
2/18/20,Texas,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/18/20,Hawaii,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/18/20,Kentucky,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/18/20,Louisiana,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Agree
2/18/20,South Carolina,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Not agree
2/18/20,Rhode Island,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,N/A
2/18/20,Illinois,2,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/18/20,Alabama,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/18/20,Idaho,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/18/20,Arizona,1,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/18/20,Nevada,0,,,0,,0,,,0,,3/26/20 16:22,,
2/18/20,Vermont,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/18/20,Washington,1,,,0,,0,,,0,,3/26/20 16:22,N/A,N/A
2/18/20,Indiana,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Agree
2/18/20,Delaware,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/18/20,Mississippi,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/18/20,Montana,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/18/20,Missouri,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/18/20,Michigan,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/18/20,Maryland,0,,,0,,0,,,0,,3/26/20 16:22,N/A,Agree
2/17/20,Maryland,0,,,0,,0,,,0,,3/26/20 16:22,N/A,Agree
2/17/20,Montana,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/17/20,North Carolina,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/17/20,Michigan,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/17/20,California,8,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/17/20,Illinois,2,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/17/20,New Jersey,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/17/20,Louisiana,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Agree
2/17/20,Delaware,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/17/20,Mississippi,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/17/20,Arizona,1,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/17/20,Indiana,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Agree
2/17/20,Rhode Island,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,N/A
2/17/20,Nebraska,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/17/20,Wyoming,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/17/20,Alabama,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/17/20,South Carolina,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Not agree
2/17/20,Oregon,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/17/20,North Dakota,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Not agree
2/17/20,Kentucky,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/17/20,Florida,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/17/20,Arkansas,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/17/20,Texas,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/17/20,West Virginia,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Not agree
2/17/20,Hawaii,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/17/20,Tennessee,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/17/20,Oklahoma,3,,,2,0,0,0,0,0,0,2/18/20 0:00,Not agree,Agree
2/17/20,Ohio,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/17/20,Colorado,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/17/20,Pennsylvania,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Not agree
2/17/20,New Mexico,0,,,0,,0,,,0,,3/26/20 16:22,N/A,Not agree
2/17/20,Georgia,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/17/20,Utah,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/17/20,Massachusetts,1,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/17/20,Kansas,0,,,0,,0,,,0,,3/26/20 16:22,Agree,N/A
2/17/20,Iowa,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/17/20,South Dakota,0,,,0,,0,,,0,,3/26/20 16:22,N/A,Agree
2/17/20,Alaska,0,,,0,,0,,,0,,3/26/20 16:22,N/A,N/A
2/17/20,New York,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/17/20,Missouri,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/17/20,Idaho,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/17/20,Virginia,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/17/20,Minnesota,0,,,0,,0,,,0,,3/26/20 16:22,N/A,Agree
2/17/20,Maine,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/17/20,Connecticut,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/17/20,Nevada,0,,,0,,0,,,0,,3/26/20 16:22,,
2/17/20,Wisconsin,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/17/20,New Hampshire,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/17/20,Vermont,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/17/20,Washington,1,,,0,,0,,,0,,3/26/20 16:22,N/A,N/A
2/16/20,Louisiana,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Agree
2/16/20,Nevada,0,,,0,,0,,,0,,3/26/20 16:22,,
2/16/20,Delaware,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/16/20,Connecticut,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/16/20,California,8,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/16/20,Indiana,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Agree
2/16/20,North Carolina,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/16/20,Minnesota,0,,,0,,0,,,0,,3/26/20 16:22,N/A,Agree
2/16/20,Wisconsin,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/16/20,Rhode Island,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,N/A
2/16/20,Mississippi,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/16/20,New Jersey,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/16/20,Wyoming,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/16/20,Michigan,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/16/20,Idaho,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/16/20,Montana,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/16/20,Virginia,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/16/20,Missouri,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/16/20,Arizona,1,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/16/20,Iowa,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/16/20,Massachusetts,1,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/16/20,Ohio,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/16/20,New York,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/16/20,Arkansas,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/16/20,Tennessee,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/16/20,Alaska,0,,,0,,0,,,0,,3/26/20 16:22,N/A,N/A
2/16/20,Texas,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/16/20,New Mexico,0,,,0,,0,,,0,,3/26/20 16:22,N/A,Not agree
2/16/20,West Virginia,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Not agree
2/16/20,Hawaii,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/16/20,Florida,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/16/20,Kansas,0,,,0,,0,,,0,,3/26/20 16:22,Agree,N/A
2/16/20,Georgia,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/16/20,South Dakota,0,,,0,,0,,,0,,3/26/20 16:22,N/A,Agree
2/16/20,Colorado,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/16/20,Utah,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/16/20,Oklahoma,1,,,0,0,0,0,0,0,0,2/17/20 0:00,Not agree,Agree
2/16/20,Pennsylvania,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Not agree
2/16/20,Nebraska,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/16/20,Maine,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/16/20,New Hampshire,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/16/20,North Dakota,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Not agree
2/16/20,Maryland,0,,,0,,0,,,0,,3/26/20 16:22,N/A,Agree
2/16/20,Washington,1,,,0,,0,,,0,,3/26/20 16:22,N/A,N/A
2/16/20,Illinois,2,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/16/20,Oregon,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/16/20,Vermont,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/16/20,Alabama,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/16/20,South Carolina,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Not agree
2/16/20,Kentucky,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/15/20,Indiana,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Agree
2/15/20,Wyoming,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/15/20,Alabama,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/15/20,Delaware,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/15/20,California,8,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/15/20,Montana,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/15/20,Virginia,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/15/20,North Dakota,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Not agree
2/15/20,Mississippi,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/15/20,Nebraska,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/15/20,New Jersey,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/15/20,New Hampshire,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/15/20,Maryland,0,,,0,,0,,,0,,3/26/20 16:22,N/A,Agree
2/15/20,New Mexico,0,,,0,,0,,,0,,3/26/20 16:22,N/A,Not agree
2/15/20,Florida,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/15/20,Colorado,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/15/20,Ohio,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/15/20,Texas,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/15/20,Oklahoma,1,,,0,0,0,0,0,0,0,2/16/20 0:00,Not agree,Agree
2/15/20,Alaska,0,,,0,,0,,,0,,3/26/20 16:22,N/A,N/A
2/15/20,Iowa,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/15/20,Utah,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/15/20,Tennessee,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/15/20,Massachusetts,1,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/15/20,New York,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/15/20,Georgia,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/15/20,Hawaii,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/15/20,Kansas,0,,,0,,0,,,0,,3/26/20 16:22,Agree,N/A
2/15/20,West Virginia,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Not agree
2/15/20,South Dakota,0,,,0,,0,,,0,,3/26/20 16:22,N/A,Agree
2/15/20,Pennsylvania,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Not agree
2/15/20,Arkansas,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/15/20,Washington,1,,,0,,0,,,0,,3/26/20 16:22,N/A,N/A
2/15/20,Rhode Island,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,N/A
2/15/20,Louisiana,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Agree
2/15/20,Michigan,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/15/20,South Carolina,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Not agree
2/15/20,North Carolina,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/15/20,Maine,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/15/20,Connecticut,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/15/20,Kentucky,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/15/20,Minnesota,0,,,0,,0,,,0,,3/26/20 16:22,N/A,Agree
2/15/20,Oregon,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/15/20,Nevada,0,,,0,,0,,,0,,3/26/20 16:22,,
2/15/20,Missouri,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/15/20,Vermont,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/15/20,Wisconsin,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/15/20,Idaho,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/15/20,Arizona,1,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/15/20,Illinois,2,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/14/20,Rhode Island,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,N/A
2/14/20,Missouri,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/14/20,Washington,1,,,0,,0,,,0,,3/26/20 16:22,N/A,N/A
2/14/20,Idaho,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/14/20,South Carolina,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Not agree
2/14/20,New Jersey,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/14/20,Alabama,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/14/20,Illinois,2,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/14/20,New Hampshire,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/14/20,Connecticut,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/14/20,Montana,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/14/20,Wyoming,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/14/20,Mississippi,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/14/20,Maine,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/14/20,Michigan,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/14/20,Nevada,0,,,0,,0,,,0,,3/26/20 16:22,,
2/14/20,Indiana,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Agree
2/14/20,Colorado,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/14/20,South Dakota,0,,,0,,0,,,0,,3/26/20 16:22,N/A,Agree
2/14/20,Georgia,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/14/20,Alaska,0,,,0,,0,,,0,,3/26/20 16:22,N/A,N/A
2/14/20,Massachusetts,1,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/14/20,Florida,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/14/20,Hawaii,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/14/20,New Mexico,0,,,0,,0,,,0,,3/26/20 16:22,N/A,Not agree
2/14/20,Pennsylvania,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Not agree
2/14/20,Tennessee,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/14/20,Texas,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/14/20,New York,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/14/20,Iowa,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/14/20,Arkansas,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/14/20,Ohio,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/14/20,Utah,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/14/20,Oklahoma,1,,,0,0,0,0,0,0,0,2/15/20 0:00,Not agree,Agree
2/14/20,West Virginia,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Not agree
2/14/20,Kansas,0,,,0,,0,,,0,,3/26/20 16:22,Agree,N/A
2/14/20,Arizona,1,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/14/20,Oregon,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/14/20,Wisconsin,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/14/20,Virginia,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/14/20,California,8,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/14/20,Kentucky,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/14/20,Delaware,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/14/20,North Dakota,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Not agree
2/14/20,Nebraska,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/14/20,North Carolina,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/14/20,Minnesota,0,,,0,,0,,,0,,3/26/20 16:22,N/A,Agree
2/14/20,Louisiana,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Agree
2/14/20,Maryland,0,,,0,,0,,,0,,3/26/20 16:22,N/A,Agree
2/14/20,Vermont,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/13/20,Mississippi,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/13/20,South Carolina,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Not agree
2/13/20,Michigan,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/13/20,Louisiana,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Agree
2/13/20,Kentucky,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/13/20,Rhode Island,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,N/A
2/13/20,New Hampshire,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/13/20,Montana,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/13/20,Missouri,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/13/20,Nebraska,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/13/20,Arizona,1,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/13/20,Alabama,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/13/20,Nevada,0,,,0,,0,,,0,,3/26/20 16:22,,
2/13/20,Maryland,0,,,0,,0,,,0,,3/26/20 16:22,N/A,Agree
2/13/20,Washington,1,,,0,,0,,,0,,3/26/20 16:22,N/A,N/A
2/13/20,Oregon,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/13/20,North Carolina,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/13/20,Pennsylvania,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Not agree
2/13/20,Colorado,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/13/20,Kansas,0,,,0,,0,,,0,,3/26/20 16:22,Agree,N/A
2/13/20,New Mexico,0,,,0,,0,,,0,,3/26/20 16:22,N/A,Not agree
2/13/20,New York,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/13/20,Florida,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/13/20,Ohio,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/13/20,Texas,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/13/20,West Virginia,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Not agree
2/13/20,Oklahoma,1,,,0,0,0,0,0,0,0,2/14/20 0:00,Not agree,Agree
2/13/20,Arkansas,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/13/20,South Dakota,0,,,0,,0,,,0,,3/26/20 16:22,N/A,Agree
2/13/20,Tennessee,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/13/20,Massachusetts,1,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/13/20,Utah,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/13/20,Hawaii,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/13/20,Alaska,0,,,0,,0,,,0,,3/26/20 16:22,N/A,N/A
2/13/20,Georgia,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/13/20,Iowa,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/13/20,Indiana,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Agree
2/13/20,Vermont,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/13/20,Idaho,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/13/20,Wisconsin,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/13/20,Connecticut,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/13/20,Virginia,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/13/20,Delaware,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/13/20,Maine,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/13/20,Illinois,2,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/13/20,North Dakota,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Not agree
2/13/20,Wyoming,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/13/20,California,8,,,1,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/13/20,New Jersey,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/13/20,Minnesota,0,,,0,,0,,,0,,3/26/20 16:22,N/A,Agree
2/12/20,Oregon,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/12/20,Michigan,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/12/20,Minnesota,0,,,0,,0,,,0,,3/26/20 16:22,N/A,Agree
2/12/20,Indiana,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Agree
2/12/20,Montana,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/12/20,Wyoming,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/12/20,South Carolina,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Not agree
2/12/20,Virginia,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/12/20,Arizona,1,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/12/20,Connecticut,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/12/20,Wisconsin,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/12/20,Delaware,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/12/20,Kentucky,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/12/20,Louisiana,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Agree
2/12/20,Illinois,2,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/12/20,Pennsylvania,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Not agree
2/12/20,Ohio,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/12/20,Kansas,0,,,0,,0,,,0,,3/26/20 16:22,Agree,N/A
2/12/20,Tennessee,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/12/20,Oklahoma,1,,,0,0,0,0,0,0,0,2/13/20 0:00,Not agree,Agree
2/12/20,Florida,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/12/20,Utah,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/12/20,Alaska,0,,,0,,0,,,0,,3/26/20 16:22,N/A,N/A
2/12/20,Hawaii,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/12/20,Massachusetts,1,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/12/20,Arkansas,0,,,0,,0,,,0,,3/26/20 16:22,Not agree,Not agree
2/12/20,New Mexico,0,,,0,,0,,,0,,3/26/20 16:22,N/A,Not agree
2/12/20,Georgia,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Agree
2/12/20,West Virginia,0,,,0,,0,,,0,,3/26/20 16:22,Agree,Not agree
