,geo_value,signal,time_value,issue,lag,value,stderr,sample_size,geo_type,data_source
42,tn,confirmed_cumulative_prop,2020-11-06,2020-11-19,13,3999.6491522987,,,state,usa-facts
43,tx,confirmed_cumulative_prop,2020-11-06,2021-02-10,96,3294.6576102,,,state,usa-facts
44,ut,confirmed_cumulative_prop,2020-11-06,2020-11-19,13,3971.6365591814,,,state,usa-facts
45,va,confirmed_cumulative_prop,2020-11-06,2020-11-19,13,2211.5702630385,,,state,usa-facts
46,vt,confirmed_cumulative_prop,2020-11-06,2020-11-19,13,372.76298139871,,,state,usa-facts
47,wa,confirmed_cumulative_prop,2020-11-06,2020-11-19,13,1500.2311916924,,,state,usa-facts
48,wi,confirmed_cumulative_prop,2020-11-06,2020-11-19,13,4636.9267560611,,,state,usa-facts
49,wv,confirmed_cumulative_prop,2020-11-06,2020-11-19,13,1511.3157570222,,,state,usa-facts
50,wy,confirmed_cumulative_prop,2020-11-06,2020-11-19,13,2826.7378995402,,,state,usa-facts
0,ak,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,2487.6118352254,,,state,usa-facts
1,al,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,4129.6014733281,,,state,usa-facts
2,ar,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,4003.838552802,,,state,usa-facts
3,az,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,3536.1176976657,,,state,usa-facts
4,ca,confirmed_cumulative_prop,2020-11-07,2021-02-10,95,2452.6334547,,,state,usa-facts
5,co,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,2222.1369411621,,,state,usa-facts
6,ct,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,2191.2681924344,,,state,usa-facts
7,dc,confirmed_cumulative_prop,2020-11-07,2020-11-09,2,2535.0372441194,,,state,usa-facts
8,de,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,2699.113953689,,,state,usa-facts
9,fl,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,3897.4171254635,,,state,usa-facts
10,ga,confirmed_cumulative_prop,2020-11-07,2020-11-22,15,3501.8384404577,,,state,usa-facts
11,hi,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,1117.2620123853,,,state,usa-facts
12,ia,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,4568.5832643967,,,state,usa-facts
13,id,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,4046.4112944968,,,state,usa-facts
14,il,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,3771.8809317145,,,state,usa-facts
15,in,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,3097.6116492942,,,state,usa-facts
16,ks,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,3408.3178126354,,,state,usa-facts
17,ky,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,2675.7105992314,,,state,usa-facts
18,la,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,4015.7942038301,,,state,usa-facts
19,ma,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,2549.6398042917,,,state,usa-facts
20,md,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,2529.3267258604,,,state,usa-facts
21,me,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,572.30555894457,,,state,usa-facts
22,mi,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,2228.0182844312,,,state,usa-facts
23,mn,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,3102.2236911912,,,state,usa-facts
24,mo,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,3408.5450778404,,,state,usa-facts
25,ms,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,4256.776122432,,,state,usa-facts
26,mt,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,3627.9751267335,,,state,usa-facts
27,nc,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,2769.1616504978,,,state,usa-facts
28,nd,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,6981.4529526469,,,state,usa-facts
29,ne,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,4224.2381131592,,,state,usa-facts
30,nh,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,900.26483568935,,,state,usa-facts
31,nj,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,2843.6905763106,,,state,usa-facts
32,nm,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,2559.6269414435,,,state,usa-facts
33,nv,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,3525.3409242908,,,state,usa-facts
34,ny,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,2702.2147770272,,,state,usa-facts
35,oh,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,2102.1977739946,,,state,usa-facts
36,ok,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,3329.5922562991,,,state,usa-facts
37,or,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,1175.677857581,,,state,usa-facts
38,pa,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,1780.85608416,,,state,usa-facts
39,ri,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,3082.7074056908,,,state,usa-facts
40,sc,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,3588.0998633834,,,state,usa-facts
41,sd,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,6100.9948466019,,,state,usa-facts
42,tn,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,4073.8748200002,,,state,usa-facts
43,tx,confirmed_cumulative_prop,2020-11-07,2021-02-10,95,3322.6512414,,,state,usa-facts
44,ut,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,4066.6783532411,,,state,usa-facts
45,va,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,2236.1381891365,,,state,usa-facts
46,vt,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,376.12842534083,,,state,usa-facts
47,wa,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,1523.4751164593,,,state,usa-facts
48,wi,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,4766.0995384405,,,state,usa-facts
49,wv,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,1547.9756961901,,,state,usa-facts
50,wy,confirmed_cumulative_prop,2020-11-07,2020-11-19,12,2870.624906049,,,state,usa-facts
0,ak,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,2558.4208763644,,,state,usa-facts
1,al,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,4154.1773357522,,,state,usa-facts
2,ar,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,4038.2344247671,,,state,usa-facts
3,az,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,3561.9464254483,,,state,usa-facts
4,ca,confirmed_cumulative_prop,2020-11-08,2021-02-10,94,2464.4095575,,,state,usa-facts
5,co,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,2274.5269100719,,,state,usa-facts
6,ct,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,2191.2681924344,,,state,usa-facts
7,dc,confirmed_cumulative_prop,2020-11-08,2020-11-09,1,2550.6235219604,,,state,usa-facts
8,de,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,2731.2572656208,,,state,usa-facts
9,fl,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,3929.16162443,,,state,usa-facts
10,ga,confirmed_cumulative_prop,2020-11-08,2020-11-22,14,3513.6303790477,,,state,usa-facts
11,hi,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,1126.3023776161,,,state,usa-facts
12,ia,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,4703.2553952844,,,state,usa-facts
13,id,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,4082.7278246734,,,state,usa-facts
14,il,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,3850.8593200614,,,state,usa-facts
15,in,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,3166.7121940032,,,state,usa-facts
16,ks,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,3411.3727528169,,,state,usa-facts
17,ky,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,2701.137706363,,,state,usa-facts
18,la,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,4042.7689417944,,,state,usa-facts
19,ma,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,2575.8857123457,,,state,usa-facts
20,md,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,2547.207262045,,,state,usa-facts
21,me,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,574.31417068141,,,state,usa-facts
22,mi,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,2228.0182844312,,,state,usa-facts
23,mn,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,3206.9468362475,,,state,usa-facts
24,mo,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,3461.4010950515,,,state,usa-facts
25,ms,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,4274.1139640522,,,state,usa-facts
26,mt,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,3700.5814116683,,,state,usa-facts
27,nc,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,2783.6066148974,,,state,usa-facts
28,nd,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,7276.9669659424,,,state,usa-facts
29,ne,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,4304.9346363332,,,state,usa-facts
30,nh,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,918.43046059052,,,state,usa-facts
31,nj,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,2866.3539059624,,,state,usa-facts
32,nm,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,2617.3331254003,,,state,usa-facts
33,nv,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,3563.780535791,,,state,usa-facts
34,ny,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,2719.8362294698,,,state,usa-facts
35,oh,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,2141.0459316799,,,state,usa-facts
36,ok,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,3443.4925098011,,,state,usa-facts
37,or,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,1196.091648199,,,state,usa-facts
38,pa,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,1803.579115714,,,state,usa-facts
39,ri,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,3082.7074056908,,,state,usa-facts
40,sc,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,3606.3568494968,,,state,usa-facts
41,sd,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,6262.4129749429,,,state,usa-facts
42,tn,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,4127.1462698124,,,state,usa-facts
43,tx,confirmed_cumulative_prop,2020-11-08,2021-02-10,94,3342.6851214,,,state,usa-facts
44,ut,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,4137.0785269177,,,state,usa-facts
45,va,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,2251.3686631123,,,state,usa-facts
46,vt,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,383.34009093109,,,state,usa-facts
47,wa,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,1540.8095688278,,,state,usa-facts
48,wi,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,4841.7895333807,,,state,usa-facts
49,wv,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,1584.6914343522,,,state,usa-facts
50,wy,confirmed_cumulative_prop,2020-11-08,2020-11-19,11,2990.1910812618,,,state,usa-facts
0,ak,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,2622.8051589444,,,state,usa-facts
1,al,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,4178.0189815396,,,state,usa-facts
2,ar,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,4069.5485856603,,,state,usa-facts
3,az,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,3567.9227534193,,,state,usa-facts
4,ca,confirmed_cumulative_prop,2020-11-09,2021-02-10,93,2484.0237412,,,state,usa-facts
5,co,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,2336.2071121163,,,state,usa-facts
6,ct,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,2284.8931937317,,,state,usa-facts
7,dc,confirmed_cumulative_prop,2020-11-09,2020-11-10,1,2562.8091573633,,,state,usa-facts
8,de,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,2763.2978832653,,,state,usa-facts
9,fl,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,3947.4084257573,,,state,usa-facts
10,ga,confirmed_cumulative_prop,2020-11-09,2020-11-22,13,3523.9153606294,,,state,usa-facts
11,hi,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,1130.6106766713,,,state,usa-facts
12,ia,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,4970.2859207561,,,state,usa-facts
13,id,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,4153.5702394709,,,state,usa-facts
14,il,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,3934.2964203803,,,state,usa-facts
15,in,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,3228.0886881428,,,state,usa-facts
16,ks,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,3606.9232496051,,,state,usa-facts
17,ky,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,2743.3073100919,,,state,usa-facts
18,la,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,4051.3518129648,,,state,usa-facts
19,ma,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,2592.7591181317,,,state,usa-facts
20,md,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,2569.9507747681,,,state,usa-facts
21,me,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,599.60779996013,,,state,usa-facts
22,mi,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,2386.2162039569,,,state,usa-facts
23,mn,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,3276.5435758929,,,state,usa-facts
24,mo,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,3530.7298105982,,,state,usa-facts
25,ms,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,4274.1139640522,,,state,usa-facts
26,mt,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,3739.8786277412,,,state,usa-facts
27,nc,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,2811.3237842107,,,state,usa-facts
28,nd,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,7276.9669659424,,,state,usa-facts
29,ne,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,4386.716762958,,,state,usa-facts
30,nh,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,933.94846404861,,,state,usa-facts
31,nj,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,2889.5238674246,,,state,usa-facts
32,nm,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,2684.4821394592,,,state,usa-facts
33,nv,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,3594.7205271421,,,state,usa-facts
34,ny,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,2735.9977949538,,,state,usa-facts
35,oh,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,2181.3056608293,,,state,usa-facts
36,ok,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,3498.8631455727,,,state,usa-facts
37,or,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,1212.8541917147,,,state,usa-facts
38,pa,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,1830.1531113642,,,state,usa-facts
39,ri,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,3082.7074056908,,,state,usa-facts
40,sc,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,3619.9718997792,,,state,usa-facts
41,sd,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,6365.1644305885,,,state,usa-facts
42,tn,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,4212.9545974374,,,state,usa-facts
43,tx,confirmed_cumulative_prop,2020-11-09,2020-12-11,32,3357.1457959839,,,state,usa-facts
44,ut,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,4203.5173261783,,,state,usa-facts
45,va,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,2266.6225685866,,,state,usa-facts
46,vt,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,387.02605334389,,,state,usa-facts
47,wa,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,1557.0803161647,,,state,usa-facts
48,wi,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,4918.5615500322,,,state,usa-facts
49,wv,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,1606.7320370483,,,state,usa-facts
50,wy,confirmed_cumulative_prop,2020-11-09,2020-11-19,10,3111.6578748667,,,state,usa-facts
0,ak,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,2694.5710790177,,,state,usa-facts
1,al,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,4212.9146666911,,,state,usa-facts
2,ar,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,4116.7352154083,,,state,usa-facts
3,az,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,3615.1013976776,,,state,usa-facts
4,ca,confirmed_cumulative_prop,2020-11-10,2021-02-10,92,2505.7967505,,,state,usa-facts
5,co,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,2403.756657711,,,state,usa-facts
6,ct,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,2327.6387006151,,,state,usa-facts
7,dc,confirmed_cumulative_prop,2020-11-10,2020-11-12,2,2574.9947927663,,,state,usa-facts
8,de,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,2784.2475178791,,,state,usa-facts
9,fl,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,3967.7085160322,,,state,usa-facts
10,ga,confirmed_cumulative_prop,2020-11-10,2020-11-22,12,3541.6503609209,,,state,usa-facts
11,hi,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,1136.2609049406,,,state,usa-facts
12,ia,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,5111.043495073,,,state,usa-facts
13,id,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,4220.7754054833,,,state,usa-facts
14,il,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,4033.9032566827,,,state,usa-facts
15,in,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,3300.3382688531,,,state,usa-facts
16,ks,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,3626.008044447,,,state,usa-facts
17,ky,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,2789.9535171889,,,state,usa-facts
18,la,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,4080.1764930862,,,state,usa-facts
19,ma,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,2622.4580533371,,,state,usa-facts
20,md,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,2592.0822802398,,,state,usa-facts
21,me,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,608.98132139871,,,state,usa-facts
22,mi,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,2455.7475890563,,,state,usa-facts
23,mn,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,3363.3577510022,,,state,usa-facts
24,mo,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,3597.0768211049,,,state,usa-facts
25,ms,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,4347.6989895331,,,state,usa-facts
26,mt,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,3842.4256487315,,,state,usa-facts
27,nc,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,2841.062295077,,,state,usa-facts
28,nd,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,7529.964753524,,,state,usa-facts
29,ne,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,4499.1542632164,,,state,usa-facts
30,nh,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,950.12837286747,,,state,usa-facts
31,nj,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,2932.047164044,,,state,usa-facts
32,nm,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,2744.4774943498,,,state,usa-facts
33,nv,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,3637.3482382061,,,state,usa-facts
34,ny,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,2756.3796674552,,,state,usa-facts
35,oh,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,2236.9814613614,,,state,usa-facts
36,ok,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,3541.9769313447,,,state,usa-facts
37,or,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,1230.7310768784,,,state,usa-facts
38,pa,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,1864.2181304796,,,state,usa-facts
39,ri,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,3082.7074056908,,,state,usa-facts
40,sc,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,3646.036660805,,,state,usa-facts
41,sd,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,6480.9152453092,,,state,usa-facts
42,tn,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,4242.8117953943,,,state,usa-facts
43,tx,confirmed_cumulative_prop,2020-11-10,2020-12-11,31,3394.8856391016,,,state,usa-facts
44,ut,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,4289.6070378963,,,state,usa-facts
45,va,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,2283.4698159538,,,state,usa-facts
46,vt,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,394.55823740483,,,state,usa-facts
47,wa,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,1576.0037600003,,,state,usa-facts
48,wi,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,5046.2057620576,,,state,usa-facts
49,wv,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,1635.8033130095,,,state,usa-facts
50,wy,confirmed_cumulative_prop,2020-11-10,2020-11-19,9,3347.1617719984,,,state,usa-facts
0,ak,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,2762.2360893725,,,state,usa-facts
1,al,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,4255.1117283969,,,state,usa-facts
2,ar,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,4181.7493780246,,,state,usa-facts
3,az,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,3642.9909282089,,,state,usa-facts
4,ca,confirmed_cumulative_prop,2020-11-11,2021-02-10,91,2519.4406298,,,state,usa-facts
5,co,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,2472.7474918107,,,state,usa-facts
6,ct,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,2376.8353010571,,,state,usa-facts
7,dc,confirmed_cumulative_prop,2020-11-11,2020-11-13,2,2604.1836403594,,,state,usa-facts
8,de,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,2808.9968411237,,,state,usa-facts
9,fl,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,3994.8901506709,,,state,usa-facts
10,ga,confirmed_cumulative_prop,2020-11-11,2020-11-22,11,3557.1437626626,,,state,usa-facts
11,hi,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,1144.5243637843,,,state,usa-facts
12,ia,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,5262.0385601587,,,state,usa-facts
13,id,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,4315.5117469146,,,state,usa-facts
14,il,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,4133.7626218047,,,state,usa-facts
15,in,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,3375.2318514891,,,state,usa-facts
16,ks,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,3802.4737463933,,,state,usa-facts
17,ky,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,2850.3205136097,,,state,usa-facts
18,la,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,4080.1764930862,,,state,usa-facts
19,ma,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,2658.6568043568,,,state,usa-facts
20,md,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,2620.4331026452,,,state,usa-facts
21,me,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,624.4550710751,,,state,usa-facts
22,mi,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,2522.0347102196,,,state,usa-facts
23,mn,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,3578.0171472181,,,state,usa-facts
24,mo,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,3662.2995821703,,,state,usa-facts
25,ms,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,4347.6989895331,,,state,usa-facts
26,mt,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,3928.7859592918,,,state,usa-facts
27,nc,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,2865.7379174309,,,state,usa-facts
28,nd,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,7528.6525243353,,,state,usa-facts
29,ne,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,4612.8841485354,,,state,usa-facts
30,nh,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,966.9701870471,,,state,usa-facts
31,nj,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,2966.5544195745,,,state,usa-facts
32,nm,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,2815.3941022372,,,state,usa-facts
33,nv,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,3672.9308515543,,,state,usa-facts
34,ny,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,2781.1566221732,,,state,usa-facts
35,oh,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,2287.2334054803,,,state,usa-facts
36,ok,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,3597.0443048483,,,state,usa-facts
37,or,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,1251.1448674965,,,state,usa-facts
38,pa,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,1901.0170997647,,,state,usa-facts
39,ri,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,3433.6736957468,,,state,usa-facts
40,sc,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,3670.7224367094,,,state,usa-facts
41,sd,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,6634.8728719201,,,state,usa-facts
42,tn,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,4295.9661007319,,,state,usa-facts
43,tx,confirmed_cumulative_prop,2020-11-11,2020-12-11,30,3433.0669242297,,,state,usa-facts
44,ut,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,4362.221838215,,,state,usa-facts
45,va,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,2302.144720198,,,state,usa-facts
46,vt,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,406.25716158458,,,state,usa-facts
47,wa,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,1576.0037600003,,,state,usa-facts
48,wi,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,5175.6189937061,,,state,usa-facts
49,wv,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,1635.8033130095,,,state,usa-facts
50,wy,confirmed_cumulative_prop,2020-11-11,2020-11-19,8,3347.1617719984,,,state,usa-facts
0,ak,confirmed_cumulative_prop,2020-11-12,2020-11-19,7,2827.9873418587,,,state,usa-facts
1,al,confirmed_cumulative_prop,2020-11-12,2020-11-19,7,4295.9219364556,,,state,usa-facts
2,ar,confirmed_cumulative_prop,2020-11-12,2020-11-19,7,4241.6936288772,,,state,usa-facts
3,az,confirmed_cumulative_prop,2020-11-12,2020-11-19,7,3662.211348511,,,state,usa-facts
4,ca,confirmed_cumulative_prop,2020-11-12,2021-02-10,90,2546.0324012,,,state,usa-facts
5,co,confirmed_cumulative_prop,2020-11-12,2020-11-19,7,2563.0103550501,,,state,usa-facts
